price_inr,age_yr,mileage_km,transmission,color,engine_cc,seats,tank_size_l
3390000,10,91100,Automatic,Silver,2987,7,100
3700000,10,103890,Automatic,Black,2987,7,100
3900000,10,39000,Automatic,Black,2993,5,83
4200000,10,77000,Automatic,Black,2987,7,100
4900000,10,32000,Automatic,Blue,2967,4,90
5350000,10,58000,Automatic,White,2967,5,85
5500000,10,54000,Automatic,White,2987,5,70
180000,11,48000,Manual,Silver,796,5,35
200000,11,56000,Manual,White,1120,5,43
210000,11,42505,Manual,Red,796,5,35
210000,11,48000,Manual,Red,814,5,32
225000,11,47721,Manual,Red,1086,5,35
235000,11,82000,Manual,White,1399,5,45
245000,11,31100,Manual,Maroon,998,5,35
245000,11,79000,Manual,White,1197,5,43
249000,11,56843,Manual,White,796,5,35
250000,11,25000,Manual,White,814,5,32
250000,11,114000,Manual,White,998,5,35
270000,11,54420,Manual,Silver,998,5,35
270000,11,82682,Manual,White,998,5,35
275000,11,83000,Manual,White,814,5,32
295000,11,62500,Manual,Bronze,1498,5,35
299000,11,32000,Manual,Silver,1199,5,42
300000,11,40000,Manual,Silver,1197,5,45
310000,11,49000,Manual,Brown,1198,5,35
310000,11,82000,Manual,White,998,5,35
320000,11,54000,Manual,White,998,5,35
325000,11,43037,Manual,Silver,1198,5,35
325000,11,58000,Manual,Red,998,5,35
329000,11,76116,Automatic,Red,998,5,35
345000,11,19000,Automatic,Silver,998,5,35
350000,11,110000,Manual,Black,1498,5,35
350000,11,111000,Manual,Blue,1199,5,45
351000,11,39276,Manual,Red,1198,5,35
355000,11,68005,Manual,White,1197,5,42
365000,11,31000,Manual,White,1198,5,35
365000,11,75693,Manual,Grey,998,5,35
365000,11,76000,Manual,White,1197,5,43
375000,11,35000,Automatic,Red,998,5,35
375000,11,71000,Manual,Maroon,1248,5,45
385000,11,46000,Manual,Maroon,1197,5,45
390000,11,46000,Manual,Orange,1197,5,43
390000,11,49580,Manual,White,998,5,35
390000,11,57000,Manual,Grey,1197,5,43
390000,11,67000,Automatic,Red,1198,5,35
390000,11,81000,Manual,White,1120,5,43
395000,11,44527,Manual,Brown,1198,5,35
395000,11,47884,Automatic,Red,998,5,35
399000,11,74000,Manual,White,1197,5,43
399000,11,88000,Automatic,Silver,1598,5,55
400000,11,64000,Manual,White,1248,5,42
400000,11,78000,Manual,White,2179,8,60
409999,11,20000,Manual,Grey,1197,5,42
409999,11,55000,Manual,Silver,1197,5,43
409999,11,55000,Manual,Grey,1197,5,42
409999,11,68000,Manual,Silver,1396,5,45
415000,11,57402,Manual,Grey,1197,5,42
415000,11,62000,Manual,Silver,1582,5,43
415000,11,70000,Manual,White,1461,5,50
416000,11,60116,Automatic,Grey,998,5,35
425000,11,24000,Automatic,Beige,1598,5,55
425000,11,53610,Manual,White,1198,5,35
425000,11,58600,Manual,Red,1198,5,35
425000,11,72000,Manual,White,1461,5,50
425000,11,74000,Manual,Silver,1461,5,50
425000,11,75000,Manual,White,1498,5,40
425000,11,75000,Manual,Brown,1498,5,35
425000,11,89000,Manual,White,1248,5,42
430000,11,59000,Manual,Blue,1197,5,42
434999,11,50000,Automatic,White,1199,5,35
434999,11,79081,Manual,Grey,1598,5,55
436000,11,37959,Automatic,White,1197,5,43
445000,11,38985,Manual,Silver,1498,5,52
445000,11,75000,Manual,White,1461,5,50
450000,11,23000,Manual,Brown,1197,5,45
450000,11,48000,Automatic,Silver,998,5,35
450000,11,48409,Manual,White,1497,5,40
450000,11,52000,Manual,Silver,1197,5,42
450000,11,75000,Manual,White,1248,5,42
450000,11,85000,Manual,Silver,1461,5,50
455000,11,30183,Manual,Grey,1197,5,42
455000,11,50000,Manual,White,1499,5,52
465000,11,25704,Manual,Red,1197,5,42
465000,11,29442,Automatic,Silver,1198,5,35
465000,11,65000,Manual,White,1197,5,42
465000,11,75000,Manual,White,1197,5,42
465000,11,82000,Manual,Silver,1364,5,45
475000,11,61866,Automatic,White,1197,5,43
475000,11,62000,Manual,Silver,1591,5,43
475000,11,65000,Manual,Silver,1198,5,35
475000,11,72900,Automatic,Blue,1591,5,43
475000,11,73265,Automatic,White,1998,5,60
480000,11,115000,Manual,White,1498,5,52
490000,11,56918,Automatic,Blue,1198,5,41
499000,11,88000,Automatic,Black,1498,5,55
499000,11,140000,Manual,White,1498,5,40
500000,11,62000,Manual,Brown,1498,5,45
515000,11,141334,Manual,White,1248,5,42
525000,11,43550,Manual,Orange,1198,5,45
525000,11,48000,Manual,Silver,1461,5,50
525000,11,64000,Manual,White,1582,5,43
525000,11,102000,Manual,Grey,1197,5,42
540000,11,86000,Manual,Silver,1582,5,43
545000,11,56000,Manual,Red,1591,5,43
545000,11,74000,Manual,Grey,1582,5,43
549000,11,42000,Automatic,Bronze,1498,5,55
550000,11,65000,Manual,Brown,1461,5,50
550000,11,75000,Manual,Maroon,1396,5,45
550000,11,85000,Manual,Silver,1498,5,40
550000,11,89000,Manual,White,1248,5,42
565000,11,68000,Manual,White,1582,5,43
565000,11,72782,Manual,Grey,1198,5,45
565000,11,100472,Manual,White,1948,7,65
590000,11,55000,Manual,Grey,1461,5,50
590000,11,86000,Manual,White,1248,5,42
595000,11,65123,Manual,Black,1582,5,43
600000,11,53213,Manual,White,1248,7,45
600000,11,75574,Manual,Others,1497,5,40
600000,11,83000,Manual,White,2179,8,60
625000,11,54000,Manual,Grey,1498,5,45
625000,11,80000,Automatic,White,1582,5,56
642000,11,53693,Manual,Others,1373,7,60
675000,11,78000,Manual,White,2179,8,60
680000,11,85000,Manual,White,1364,5,50
690000,11,37000,Manual,White,1497,5,40
700000,11,64000,Manual,White,1797,5,56
725000,11,104814,Manual,Grey,1798,5,55
750000,11,126000,Manual,Silver,2494,7,55
775000,11,125000,Manual,White,2179,8,60
795000,11,53000,Automatic,White,1798,5,60
850000,11,85000,Automatic,Black,2953,7,71
875000,11,99000,Automatic,White,2199,7,64
875000,11,100000,Manual,Red,2179,8,60
890000,11,63000,Automatic,Grey,1798,5,55
1000000,11,158690,Manual,Silver,2494,7,55
1150000,11,39000,Automatic,White,1595,5,50
1150000,11,99000,Manual,Silver,2179,8,60
1175000,11,87938,Automatic,White,2199,7,64
1290000,11,85000,Manual,Silver,2494,7,55
1300000,11,51000,Automatic,Gold,1968,5,64
1350000,11,80000,Automatic,White,1595,4,50
1380000,11,100000,Automatic,Black,1968,5,63
1390000,11,85900,Automatic,Brown,1968,5,50
1400000,11,35000,Automatic,Brown,1995,5,60
1400000,11,143000,Automatic,White,2982,7,80
1450000,11,33000,Automatic,Red,1968,5,65
1450000,11,45000,Automatic,White,2143,5,66
1450000,11,58000,Automatic,Black,1968,5,65
1450000,11,71796,Automatic,Blue,1968,5,64
1489000,11,81000,Automatic,Purple,1995,5,47
1495000,11,85000,Automatic,White,2982,7,80
1500000,11,69000,Automatic,Blue,1968,5,65
1525000,11,72000,Automatic,White,2982,7,80
1575000,11,15000,Automatic,Red,1968,5,63
1650000,11,53089,Automatic,Silver,1796,5,80
1650000,11,55000,Automatic,White,1968,5,50
1675000,11,211000,Manual,White,2982,7,80
1700000,11,78000,Automatic,Brown,1968,5,75
1750000,11,59000,Automatic,Brown,2143,5,80
1750000,11,69000,Automatic,White,1995,5,65
1750000,11,101000,Automatic,White,2982,7,80
1775000,11,75000,Automatic,White,1968,5,65
1800000,11,19868,Automatic,White,1968,5,65
1800000,11,76529,Automatic,Blue,1968,5,50
1950000,11,24000,Automatic,Red,1496,5,44
1950000,11,82000,Automatic,White,1995,5,67
1975000,11,123000,Manual,White,2982,7,80
2150000,11,81000,Automatic,Grey,2987,5,95
2200000,11,95000,Automatic,White,2967,7,100
2250000,11,85000,Automatic,White,2143,5,70
2300000,11,105101,Automatic,White,2143,5,70
2400000,11,42533,Automatic,Blue,2967,7,100
2450000,11,48600,Automatic,Blue,2967,6,100
2450000,11,65000,Automatic,White,2997,5,70
2450000,11,80000,Automatic,White,2143,5,66
2600000,11,94000,Automatic,White,2997,5,70
3150000,11,66500,Automatic,White,2993,5,83
3200000,11,60513,Automatic,Silver,2997,5,70
3200000,11,60514,Automatic,Silver,2987,5,95
3300000,11,25000,Automatic,Brown,2967,6,100
3500000,11,160000,Automatic,Blue,4806,5,100
3600000,11,32000,Automatic,Brown,2993,5,83
4000000,11,39394,Automatic,White,1984,2,60
5375000,11,80000,Automatic,White,2993,5,77
5900000,11,70000,Automatic,Grey,2993,5,77
6000000,11,82000,Automatic,White,2993,5,77
190000,12,63000,Manual,White,814,5,32
190000,12,66000,Manual,White,995,5,38
200000,12,57000,Manual,White,1086,5,35
225000,12,87000,Manual,Grey,1399,5,45
234000,12,72600,Manual,White,998,5,35
240000,12,51500,Manual,Maroon,1493,7,55
240000,12,64000,Manual,White,998,5,32
240000,12,73000,Manual,Silver,1196,5,45
249000,12,60000,Manual,Red,1493,7,55
250000,12,82461,Manual,Red,814,5,32
260000,12,89000,Manual,Silver,998,5,35
275000,12,34000,Manual,Blue,814,5,32
275000,12,76000,Manual,White,1086,5,35
275000,12,85785,Manual,Silver,1248,5,43
280000,12,99000,Manual,White,1461,5,50
285000,12,25200,Manual,White,998,5,35
285000,12,72000,Manual,Silver,1498,5,52
295000,12,74000,Manual,Maroon,1498,5,43
297000,12,84000,Manual,White,1248,5,50
299000,12,46000,Manual,White,998,5,35
299000,12,47000,Manual,Silver,1197,5,42
299000,12,64983,Manual,Red,1399,5,45
299000,12,90000,Manual,Blue,1364,5,45
300000,12,75000,Manual,Silver,1364,5,45
315000,12,45000,Manual,Grey,998,5,32
315000,12,72000,Manual,Brown,998,5,35
319000,12,47800,Manual,Red,796,5,35
325000,12,15780,Manual,Red,1197,5,35
325000,12,23086,Manual,Grey,1197,5,43
325000,12,46721,Automatic,Silver,1197,5,35
325000,12,51000,Manual,Grey,1461,5,41
325000,12,53000,Manual,Red,1198,5,45
325000,12,76000,Manual,White,1598,5,45
335000,12,64418,Automatic,Silver,1198,5,35
335000,12,78301,Automatic,Grey,1197,5,35
340000,12,66000,Manual,White,1197,5,42
340000,12,98500,Manual,Silver,1336,5,45
350000,12,34000,Manual,Black,1197,5,45
350000,12,45000,Manual,White,998,5,35
350000,12,78000,Manual,White,1598,5,55
351000,12,42000,Manual,White,1248,5,42
360000,12,58000,Manual,Bronze,1598,5,55
360000,12,92000,Manual,Grey,1461,5,41
360000,12,95610,Manual,White,1336,5,45
365000,12,68000,Manual,Blue,1197,5,42
365000,12,78000,Manual,Silver,1199,5,45
370000,12,41000,Automatic,White,1197,5,35
375000,12,29135,Manual,White,1197,5,45
375000,12,34000,Automatic,Red,1197,5,35
375000,12,39000,Manual,Red,1198,5,45
375000,12,86000,Manual,Purple,1497,5,42
375000,12,97000,Manual,Black,2179,7,55
380000,12,35000,Manual,Grey,1461,5,41
380000,12,57000,Automatic,White,1197,5,35
385000,12,65000,Manual,White,1198,5,45
385000,12,72000,Manual,Grey,1461,5,50
385000,12,72567,Manual,White,1498,5,35
385000,12,79287,Manual,White,1197,5,45
390000,12,62000,Manual,Silver,1461,5,67
399000,12,54000,Manual,Orange,1498,5,52
400000,12,71000,Manual,Grey,1582,5,43
400000,12,76000,Manual,White,1497,5,42
425000,12,26000,Manual,White,1248,5,42
425000,12,57000,Automatic,White,1598,5,55
425000,12,79500,Manual,Silver,1498,5,35
425000,12,96000,Manual,White,2179,7,55
434999,12,117000,Manual,White,2179,8,60
450000,12,61000,Manual,Maroon,1497,5,42
459999,12,77000,Manual,White,1248,7,45
459999,12,78000,Manual,White,1582,5,43
470000,12,66000,Manual,Grey,1582,5,43
484999,12,78000,Manual,White,1199,5,45
484999,12,87000,Manual,White,1582,5,45
484999,12,107000,Manual,White,1582,5,43
500000,12,65000,Manual,Brown,1497,5,42
500000,12,135000,Manual,Black,2179,7,70
530000,12,75000,Manual,White,1498,5,52
545000,12,63000,Automatic,Silver,1797,5,56
545000,12,110000,Manual,Silver,1598,5,55
547000,12,36623,Manual,Silver,1591,5,43
550000,12,47000,Manual,Black,1499,5,52
560000,12,37000,Manual,Gold,1248,5,42
575000,12,72000,Manual,White,2179,7,55
575000,12,82000,Manual,Gold,1998,8,55
621000,12,72000,Manual,Blue,1248,7,45
625000,12,170000,Manual,White,2179,8,60
645000,12,17000,Manual,White,1797,5,56
645000,12,76000,Manual,Grey,2494,7,55
650000,12,83466,Automatic,White,2199,7,70
671000,12,47000,Manual,White,2179,8,60
675000,12,106223,Automatic,White,2696,7,78
740000,12,83555,Manual,Black,2179,7,70
975000,12,72000,Automatic,Silver,2696,7,78
975000,12,102000,Automatic,White,2143,5,66
1075000,12,125000,Automatic,White,2982,7,80
1150000,12,52000,Automatic,Silver,1595,5,50
1175000,12,50000,Automatic,White,1968,5,63
1250000,12,71141,Automatic,Silver,1984,5,60
1300000,12,50300,Automatic,Green,1995,5,47
1300000,12,95000,Manual,Blue,2477,7,70
1375000,12,83000,Manual,White,2982,7,80
1375000,12,97000,Manual,White,2982,7,80
1375000,12,102000,Automatic,White,1995,5,57
1395000,12,65000,Automatic,Black,1995,5,57
1400000,12,60000,Automatic,Grey,1968,5,65
1420000,12,117000,Automatic,Black,1968,5,64
1450000,12,70000,Automatic,Blue,1995,5,60
1450000,12,170669,Automatic,White,2982,7,80
1550000,12,104264,Automatic,Red,1995,5,57
1575000,12,66000,Automatic,White,1968,5,63
1600000,12,80000,Automatic,Blue,2993,5,65
1650000,12,58000,Automatic,Silver,2143,5,66
1750000,12,95000,Manual,White,2982,7,80
1850000,12,44087,Automatic,White,1968,5,64
2300000,12,110000,Automatic,Red,2179,5,57
2390000,12,107021,Automatic,White,2987,7,100
2550000,12,65000,Automatic,White,2995,5,83
114999,13,93000,Manual,Silver,1368,5,44
185000,13,37000,Manual,Red,998,5,35
185000,13,55700,Manual,Silver,814,5,32
210000,13,85000,Manual,White,2489,7,55
215000,13,20000,Manual,Grey,814,5,32
220000,13,54000,Manual,Brown,998,5,35
225000,13,26000,Manual,White,1086,5,35
225000,13,56000,Manual,Grey,814,5,32
225000,13,57000,Manual,Silver,998,5,35
225000,13,69000,Manual,Silver,1598,5,45
229999,13,52000,Manual,White,998,5,35
235000,13,35000,Manual,Green,998,5,28
235000,13,37000,Manual,Brown,998,5,35
250000,13,48568,Manual,White,1086,5,35
250000,13,54556,Manual,White,1197,5,35
250000,13,68000,Manual,White,998,5,35
254999,13,17000,Manual,Silver,1086,5,35
254999,13,18954,Manual,White,1086,5,35
260000,13,54000,Manual,Bronze,998,5,35
270000,13,41200,Manual,Silver,1197,5,35
275000,13,30000,Manual,White,998,5,32
290000,13,12300,Manual,Blue,998,5,35
315000,13,57000,Manual,White,1498,5,41
315000,13,75000,Manual,White,1197,5,35
325000,13,30000,Manual,Blue,1197,5,42
325000,13,68000,Manual,White,1197,5,42
325000,13,70000,Manual,White,2489,8,55
325000,13,118000,Manual,White,1586,5,50
350000,13,55000,Manual,Blue,998,5,35
350000,13,85000,Manual,Silver,1498,5,40
350000,13,89445,Manual,Grey,1248,5,43
350000,13,130000,Manual,White,1598,5,55
375000,13,80350,Manual,Silver,1497,5,42
375000,13,82000,Manual,White,1336,5,45
380000,13,53000,Manual,Grey,1591,5,43
425000,13,70000,Manual,White,1582,5,43
425000,13,78000,Manual,White,1248,7,45
434999,13,76148,Manual,Silver,1396,5,45
445000,13,54948,Manual,Silver,1248,5,43
445000,13,111000,Manual,Red,1497,5,42
475000,13,40000,Automatic,Red,1497,5,42
475000,13,74000,Automatic,White,1991,7,65
484999,13,102000,Manual,Grey,2179,7,70
493000,13,28732,Manual,Silver,1798,5,55
495000,13,65001,Automatic,Red,1497,5,42
499000,13,96506,Manual,Silver,1497,5,42
500000,13,86288,Manual,Black,1598,5,55
549000,13,143000,Manual,Silver,2179,7,70
650000,13,143477,Manual,Gold,2494,7,55
810000,13,47531,Manual,White,2179,7,70
960000,13,222000,Manual,Silver,2494,7,55
994999,13,89311,Automatic,White,1984,5,67.5
1090000,13,65000,Automatic,Silver,1995,5,67
1175000,13,77000,Automatic,Blue,1968,5,65
1199000,13,12749,Manual,Grey,2982,7,80
1225000,13,97000,Manual,White,2982,7,80
1250000,13,78000,Automatic,White,2143,5,66
1275000,13,101000,Automatic,Brown,2143,5,80
1290000,13,121000,Manual,Gold,2982,7,80
1300000,13,64800,Automatic,Silver,1796,5,66
1325000,13,98580,Automatic,White,1968,5,65
1350000,13,72000,Automatic,White,1968,5,64
1350000,13,72000,Automatic,White,2987,5,80
1375000,13,98352,Manual,White,2982,7,80
1390000,13,69500,Automatic,Blue,1968,5,64
1490000,13,40000,Automatic,Black,1968,5,75
1490000,13,42000,Automatic,Brown,1968,5,65
1650000,13,44000,Automatic,Silver,5461,5,90
1650000,13,240000,Automatic,White,2967,5,75
1800000,13,74073,Automatic,Black,1995,5,67
2150000,13,95000,Automatic,White,2179,5,57
2475000,13,118000,Automatic,Black,2967,7,100
2485000,13,44724,Automatic,White,3496,7,80
2600000,13,42000,Automatic,White,2967,5,65
3650000,13,25500,Automatic,Blue,4163,5,64
20000000,13,55000,Automatic,White,6592,5,82.5
150000,14,65000,Manual,White,796,5,35
155000,14,90342,Manual,White,796,5,35
160000,14,72000,Manual,Silver,998,5,35
160000,14,89000,Manual,Maroon,1248,5,43
195000,14,75000,Manual,White,1248,5,43
199000,14,192326,Manual,White,2179,7,65
200000,14,51000,Manual,Orange,998,5,35
220000,14,67000,Manual,Maroon,1197,5,35
227000,14,87513,Manual,Blue,796,5,35
229999,14,41215,Manual,Silver,936,5,35
235000,14,54000,Manual,Black,1368,5,45
235000,14,135000,Manual,White,1582,5,43
250000,14,53000,Manual,White,1197,5,35
250000,14,55000,Manual,Silver,1497,5,42
250000,14,64000,Manual,Grey,1197,5,35
250999,14,98000,Manual,Silver,2179,7,65
260000,14,90000,Manual,White,1248,5,42
265000,14,41000,Manual,Brown,998,5,35
265000,14,66000,Manual,Black,1496,5,45
275000,14,42000,Manual,Grey,1197,5,35
275000,14,42000,Manual,White,998,5,28
275000,14,65000,Manual,Silver,1248,5,43
275000,14,65000,Manual,White,1248,5,42
280000,14,54000,Manual,Silver,998,5,35
280000,14,69276,Manual,Gold,998,5,35
285000,14,52000,Manual,Brown,998,5,35
290000,14,91000,Manual,White,1197,5,35
295000,14,87230,Manual,Silver,1248,5,43
300000,14,49200,Manual,Silver,1496,5,45
301000,14,28513,Manual,Others,1197,5,42
310000,14,26000,Automatic,Silver,1396,5,45
315000,14,38091,Manual,Red,1197,5,45
320000,14,75000,Manual,Purple,1991,5,60
325000,14,89000,Automatic,Silver,1497,5,42
325000,14,101347,Manual,Red,1496,5,45
340000,14,109000,Manual,White,1794,5,55
350000,14,21000,Manual,Red,1197,5,35
375000,14,77000,Manual,Silver,1794,5,55
375000,14,78000,Manual,Bronze,1497,5,42
375000,14,120000,Manual,Silver,1248,5,42
385000,14,69000,Manual,Silver,1197,5,42
385000,14,73000,Manual,Grey,1591,5,43
400000,14,80000,Manual,Silver,1991,5,60
450000,14,95000,Automatic,White,1794,5,55
450000,14,95000,Manual,White,2179,8,60
475000,14,72000,Automatic,Gold,2354,5,70
550000,14,69000,Automatic,Black,1497,5,42
580000,14,117000,Manual,White,2179,7,60
625000,14,40000,Manual,White,2835,5,92
675000,14,97000,Automatic,Black,2143,5,66
750000,14,117000,Manual,White,2982,7,80
850000,14,85000,Automatic,White,2143,5,90
950000,14,65000,Automatic,Black,1991,5,80
975000,14,75000,Automatic,Silver,1968,5,63
980000,14,78000,Automatic,White,2497,5,80
1100000,14,51500,Automatic,Black,2143,5,66
1375000,14,62000,Automatic,White,1968,5,63
1495000,14,72100,Automatic,Red,2987,5,90
1850000,14,26000,Automatic,Black,3498,5,90
1875000,14,72000,Automatic,Silver,4663,4,80
2900000,14,56000,Automatic,Red,4163,5,64
18000000,14,60000,Automatic,Maroon,6592,5,82.5
20000000,14,27000,Automatic,Blue,6592,5,82.5
49000,15,60000,Manual,White,624,4,15
169000,15,18500,Manual,Gold,796,5,35
185000,15,64000,Manual,Silver,1586,5,50
190000,15,60000,Manual,White,1197,5,35
195000,15,32000,Manual,Silver,1198,5,42
220000,15,62000,Manual,Brown,998,5,35
229999,15,72000,Manual,Silver,1298,5,43
240000,15,72000,Manual,White,1399,5,45
245000,15,95000,Automatic,Grey,1497,5,42
269000,15,73000,Manual,Silver,1497,5,42
270000,15,86000,Manual,Grey,1197,5,35
295000,15,33000,Manual,Grey,1298,5,43
295000,15,78000,Manual,White,1497,5,42
300000,15,83359,Manual,White,1799,5,50
325000,15,56000,Automatic,Gold,1497,5,42
325000,15,82202,Manual,White,1248,5,43
365000,15,58424,Manual,Gold,1497,5,42
555000,15,261236,Manual,Silver,1998,8,55
750000,15,112000,Automatic,Blue,1995,5,70
825000,15,114000,Manual,Black,2982,7,80
1000000,15,67000,Automatic,Silver,1798,5,63
1000000,15,127000,Manual,White,2982,7,80
1150000,15,120000,Automatic,Silver,2987,5,80
1195000,15,74000,Automatic,Silver,2497,5,70
2400000,15,34105,Automatic,Grey,1796,2,70
